original name,osm_id,type,lat,lon,dist_bus,dist_metro,dist_schools,dist_uni
Kennedy Center,66418634,theatre,38.89590054999999,-77.05567277497107,0.6635496482470751,0.7095229339582717,0.6948884951634038,0.790133156197662
North Capitol St & F St NW,2276095740,bicycle_rental,38.897445700000006,-77.009888,0.07133578356246356,0.2174710384878079,0.6467407188614486,0.2672758945902768
6th & H St NE,2276095768,bicycle_rental,38.900042,-76.9983,0.8947536567633708,0.8299759526378037,0.21223848687351002,1.0408930789310025
15th & East Capitol St NE,6285398259,bicycle_rental,38.8899158,-76.9833283,1.7450410075043343,0.6472662779734808,0.3206871434220953,1.377153313986141
Dennis & Amherst Ave,6285397657,bicycle_rental,39.0253948,-77.04456529999999,6.996045072847051,1.1669407376500636,4.6192718934878805,5.40260708510427
Key West Ave & Diamondback Dr,6285398416,bicycle_rental,39.1061598,-77.2023564,21.871416721950595,3.603532386629711,19.369262316848406,20.158893979502476
Connecticut Ave & Chevy Chase Lake Dr,6285398214,bicycle_rental,38.9941208,-77.0769883,5.434129955255396,1.8358334391163802,3.1483228805091135,4.126436414671562
Largo Town Center Metro,6285398429,bicycle_rental,38.8998188,-76.8446062,13.198745258558436,0.08767547028890776,6.548059880506561,12.837700236730598
Garland Ave & Walden Rd,6285398432,bicycle_rental,39.000487799999995,-77.0007723,4.703630537260061,2.7188095922511435,3.375264803754738,3.8873206307236754
Lincoln Memorial,398769543,attraction,38.889323299999994,-77.05012114225109,0.5522678344393458,1.2151376761783157,0.9921036396772874,1.1728200608110366
Georgia & New Hampshire Ave NW,2276095329,bicycle_rental,38.9360427,-77.024649,1.4929781007611043,0.18632340815022655,0.1568347962298596,0.7539789169602134
George Mason Dr & Wilson Blvd,2276096073,bicycle_rental,38.8788697,-77.1207,6.461602705261775,0.7501387677674701,5.602186088426843,5.050298415405569
Wilson Blvd & N Edgewood St,2276095824,bicycle_rental,38.88899970000001,-77.0925,3.768890342991169,0.357233373580892,3.216351457946674,2.6934737740750077
18th St & Pennsylvania Ave NW,2276095842,bicycle_rental,38.899655700000004,-77.04145179999999,0.022944628303096543,0.19606964063677904,0.6084283435190017,0.5698675791521394
Jefferson Memorial,248460669,attraction,38.8814063,-77.03655117790538,0.6449869518305316,1.0401127362413412,1.1955069817861712,2.2674322522722727
9th & Upshur St NW,1837934148,bicycle_rental,38.9417636,-77.0250953,1.9819475801364228,0.5001471945396906,0.3104945986630282,0.2161798845879056
19th St & Pennsylvania Ave NW,2276095482,bicycle_rental,38.900299700000005,-77.0429,0.05000001893225976,0.2221345678590901,0.5180984897927977,0.4481497041469876
Prince St & Union St,2276095165,bicycle_rental,38.80313820000001,-77.040366,2.932957183475484,1.6822834769122006,3.665482016636127,7.384646034319003
King Greenleaf Rec Center,6285398396,bicycle_rental,38.8762188,-77.0124453,0.035885459375756705,0.4401639106989193,0.6145455403114065,1.0955917863216436
Wheaton Metro/Georgia Ave & Reedie Dr,6285398465,bicycle_rental,39.038138200000006,-77.0517636,8.515211542892777,0.15810813841607388,6.138383969011387,6.910370397590013
Grandview & Blueridge Ave,6285398462,bicycle_rental,39.04327979999999,-77.0530873,9.096771503505108,0.6879125316717132,6.719761656099486,7.492450380951951
17th & K St NW / Farragut Square,2276094928,bicycle_rental,38.9020607,-77.038322,0.08054118241555719,0.17499852844861935,0.8727082780542229,0.5030130792410364
Potomac Ave & 35th St S,2276095565,bicycle_rental,38.8440147,-77.050537,3.6770708700302572,1.186920448033346,3.7098278192225433,4.01308614521201
Rockville Metro East,6285398621,bicycle_rental,39.0854018,-77.14580529999999,16.935417089674683,0.1222757652632824,14.79594195142606,15.387241288566296
Eckington Pl & Q St NE,2276095816,bicycle_rental,38.9109717,-77.00495,1.0454856884939394,0.4690485358619673,0.32339116843260274,1.148452914388503
Washington Blvd & N Frederick St,712330800,primary,38.88479,-77.12761,6.77759338220512,1.2856365345606309,5.222767164488821,4.870365670930029
New Hampshire Ave & T St NW,2276096098,bicycle_rental,38.915539700000004,-77.03818000000001,0.6694187514044786,0.8001420027477232,0.3717138538277304,0.5876287848870788
Saint Asaph St & Pendleton  St,2276095213,bicycle_rental,38.810742700000006,-77.044664,2.704862796727354,0.8689265674524099,3.3719561469756534,6.723559105764661
Friendship Blvd & Willard Ave,6285398628,bicycle_rental,38.961157799999995,-77.0886613,5.282019425540757,0.36745299697355904,1.4834809462464793,1.452658492518775
Library St & Freedom Dr,6285398484,bicycle_rental,38.9596408,-77.3587434,27.163968131928417,2.089864054125883,22.68075701778315,22.92942646841937
Benning Branch Library,2276072734,bicycle_rental,38.8939997,-76.947974,4.424033480547477,0.5868798872914693,0.8258825435940769,4.146218542163144
1st & H St NW,50511187,house,38.900292,-77.00921899999999,0.015780333104237286,0.3203079215121766,0.5952617452214775,0.43660224920137414
Braddock Rd Metro,1917477632,bicycle_rental,38.814578999999995,-77.0528103,3.1999127429749334,0.08846670822016078,3.782093223077904,6.659546074470878
Branch & Pennsylvania Ave SE,2276095912,bicycle_rental,38.8691997,-76.9599,3.0485821607556662,2.010983462208439,0.3996129653023227,4.128752945168798
20th & L St NW,2276094868,bicycle_rental,38.903583700000006,-77.044789,0.11690292260159413,0.43481989395800125,0.6732887089490338,0.508691432754394
14th St & Spring Rd NW,2276095279,bicycle_rental,38.937499700000004,-77.0328,1.2859969336151125,0.8095500247965127,0.4689296889581196,1.0337248146345583
15th & M St NW,6285398424,bicycle_rental,38.905431799999995,-77.03467629999999,0.12626109844743857,0.46305096368921417,0.5823770175043569,0.2629304848305204
22nd & P ST NW,6285398205,bicycle_rental,38.9094018,-77.0487303,0.418836651057323,0.4614438367930149,0.3778705092970343,0.11658314632862539
Silver Spring Metro/Colesville Rd & Wayne Ave,6285397671,bicycle_rental,38.9952178,-77.0291823,3.4956908002771776,0.21197961542756882,1.249261428170016,2.033610564045787
Tysons Corner Station,206744,town,38.918592,-77.2314723,15.524358176814884,0.3360043113866083,11.392006128900777,12.203053970003518
Wilson Blvd & N Uhle St,0,,38.89049,-77.0848,3.0979601804607837,0.20530068576133673,2.6228062029662707,2.226371161638107
Traville Gateway Dr & Gudelsky Dr,6285398234,bicycle_rental,39.0937908,-77.20250340000001,20.910508854088288,4.376764449254158,18.29847537482756,18.958067363436296
Crystal Dr & 20th St S,7044368274,bus_stop,38.8555658,-77.0492469,3.446413073585057,0.2758170417998523,3.536661758934838,3.2659513763618837
Executive Blvd & E Jefferson St,6285398435,bicycle_rental,39.0487378,-77.12570229999999,12.685568478870847,1.1159812341478275,10.393434818433763,11.189473247390477
10th & G St NW,6285398610,bicycle_rental,38.8982508,-77.0262373,0.06980517712203602,0.1600765529960641,0.6134530896047543,0.731269041773013
